Time_abs/ps, Signal/nA, Ref.signal/nA
  2438.052,     0.443749,     0.534086
  2438.102,     0.424714,     0.407341
  2438.152,     0.410616,     0.547403
  2438.202,     0.404993,     0.511911
  2438.252,     0.392395,     0.374086
  2438.302,     0.382421,     0.351522
  2438.352,     0.365668,     0.531534
  2438.402,     0.356775,     0.350048
  2438.452,     0.353491,     0.412993
  2438.502,     0.343635,     0.262401
  2438.552,     0.323709,     0.401525
  2438.602,     0.309890,     0.372277
  2438.652,     0.295633,     0.306955
  2438.702,     0.274158,     0.260978
  2438.752,     0.256547,     0.181879
  2438.802,     0.226898,     0.236009
  2438.852,     0.202901,     0.088742
  2438.902,     0.170838,     0.025330
  2438.952,     0.155488,     0.059486
  2439.002,     0.138849,    -0.035968
  2439.052,     0.117359,     0.067065
  2439.102,     0.100304,     0.147552
  2439.152,     0.094321,    -0.104902
  2439.202,     0.091514,    -0.163752
  2439.252,     0.078082,    -0.114263
  2439.302,     0.062922,    -0.115640
  2439.352,     0.060506,    -0.046944
  2439.402,     0.056498,    -0.003496
  2439.452,     0.054601,    -0.022568
  2439.502,     0.055670,    -0.059261
  2439.552,     0.067206,    -0.100638
  2439.602,     0.074350,     0.024608
  2439.652,     0.093260,    -0.002235
  2439.702,     0.108434,     0.052791
  2439.752,     0.109135,     0.030927
  2439.802,     0.119890,     0.143355
  2439.852,     0.129853,     0.084663
  2439.902,     0.132848,     0.219167
  2439.952,     0.127023,     0.181242
  2440.002,     0.124105,     0.183281
  2440.052,     0.120587,     0.194882
  2440.102,     0.119095,     0.215546
  2440.152,     0.121512,     0.195701
  2440.202,     0.107174,     0.196371
  2440.252,     0.114042,     0.241455
  2440.302,     0.119046,     0.128260
  2440.352,     0.129788,     0.184375
  2440.402,     0.130496,     0.253573
  2440.452,     0.134104,     0.098191
  2440.502,     0.128371,     0.086346
  2440.552,     0.127410,     0.181081
  2440.602,     0.127240,     0.129938
  2440.652,     0.110166,     0.129129
  2440.702,     0.095966,     0.044938
  2440.752,     0.078946,     0.135486
  2440.802,     0.060216,    -0.011140
  2440.852,     0.052264,     0.132154
  2440.902,     0.039800,     0.179784
  2440.952,     0.019854,     0.118771
  2441.003,     0.022410,    -0.074027
  2441.053,    -0.001000,    -0.040984
  2441.103,    -0.013950,    -0.037189
  2441.153,    -0.024536,     0.025738
  2441.203,    -0.035723,     0.082179
  2441.253,    -0.034578,     0.065957
  2441.303,    -0.064286,    -0.087058
  2441.353,    -0.076158,     0.020968
  2441.403,    -0.066216,     0.115124
  2441.453,    -0.071479,     0.125258
  2441.503,    -0.080202,     0.046063
  2441.553,    -0.081966,     0.063109
  2441.603,    -0.095323,     0.069069
  2441.653,    -0.108095,    -0.040965
  2441.703,    -0.129740,    -0.089118
  2441.753,    -0.136786,     0.020372
  2441.803,    -0.137438,    -0.098157
  2441.853,    -0.145686,     0.021168
  2441.903,    -0.155172,    -0.037685
  2441.953,    -0.162296,    -0.028676
  2442.003,    -0.147881,     0.111173
  2442.053,    -0.144453,    -0.012359
  2442.103,    -0.134344,    -0.168323
  2442.153,    -0.130194,    -0.003366
  2442.203,    -0.117992,     0.088166
  2442.253,    -0.115881,     0.090307
  2442.303,    -0.102764,     0.143168
  2442.353,    -0.089707,     0.189462
  2442.403,    -0.086838,     0.105904
  2442.453,    -0.085283,     0.093916
  2442.503,    -0.079831,     0.122622
  2442.553,    -0.064890,     0.146662
  2442.603,    -0.046742,     0.043727
  2442.653,    -0.047890,     0.078086
  2442.703,    -0.035316,     0.234344
  2442.753,    -0.012910,     0.185552
  2442.803,    -0.003032,     0.164381
  2442.853,    -0.000820,     0.234062
  2442.903,     0.019500,     0.157450
  2442.953,     0.033113,     0.114366
  2443.003,     0.032768,     0.010312
  2443.053,     0.036406,     0.170777
  2443.103,     0.036626,     0.197204
  2443.153,     0.037564,     0.185112
  2443.203,     0.062238,     0.295358
  2443.253,     0.052699,     0.379867
  2443.303,     0.065127,     0.231219
  2443.353,     0.069403,     0.337834
  2443.403,     0.083551,     0.324867
  2443.453,     0.102116,     0.329252
  2443.503,     0.106963,     0.373629
  2443.553,     0.118104,     0.417869
  2443.603,     0.131889,     0.287733
  2443.653,     0.137810,     0.358168
  2443.703,     0.124972,     0.455422
  2443.753,     0.117937,     0.467908
  2443.803,     0.110781,     0.470869
  2443.853,     0.104487,     0.454355
  2443.903,     0.094262,     0.380818
  2443.953,     0.079489,     0.225927
  2444.003,     0.077843,     0.248765
  2444.053,     0.086961,     0.371921
  2444.103,     0.099749,     0.269837
  2444.153,     0.100084,     0.341080
  2444.203,     0.094313,     0.345996
  2444.253,     0.081558,     0.297470
  2444.303,     0.068454,     0.148762
  2444.353,     0.022359,     0.119986
  2444.403,    -0.016518,     0.148666
  2444.453,    -0.073222,     0.300022
  2444.503,    -0.124925,    -0.011907
  2444.553,    -0.195574,    -0.012694
  2444.603,    -0.272787,    -0.077256
  2444.653,    -0.347178,     0.098214
  2444.703,    -0.419366,    -0.056853
  2444.753,    -0.482966,    -0.172869
  2444.803,    -0.555516,    -0.423877
  2444.853,    -0.617636,    -0.450698
  2444.903,    -0.665171,    -0.684944
  2444.953,    -0.710212,    -0.669177
  2445.003,    -0.751932,    -0.636568
  2445.053,    -0.790354,    -0.612803
  2445.103,    -0.812984,    -0.693339
  2445.153,    -0.830989,    -0.633459
  2445.203,    -0.823766,    -0.509030
  2445.253,    -0.834423,    -0.529712
  2445.303,    -0.811211,    -0.659710
  2445.353,    -0.780657,    -0.634531
  2445.403,    -0.751930,    -0.710723
  2445.453,    -0.708449,    -0.660100
  2445.503,    -0.662790,    -0.449423
  2445.553,    -0.596870,    -0.506887
  2445.603,    -0.533185,    -0.437095
  2445.653,    -0.462855,    -0.272123
  2445.703,    -0.393485,    -0.124058
  2445.753,    -0.330421,    -0.158432
  2445.803,    -0.261354,    -0.131341
  2445.853,    -0.199013,    -0.132279
  2445.903,    -0.134091,    -0.031098
  2445.953,    -0.059251,    -0.032845
  2446.003,     0.008303,     0.093480
  2446.053,     0.083736,     0.094043
  2446.103,     0.161027,     0.188344
  2446.153,     0.228155,     0.281187
  2446.203,     0.296701,     0.343640
  2446.253,     0.370245,     0.379134
  2446.303,     0.433691,     0.450700
  2446.353,     0.501218,     0.635416
  2446.403,     0.557494,     0.627310
  2446.453,     0.604055,     0.648148
  2446.503,     0.668971,     0.689034
  2446.553,     0.709345,     0.685437
  2446.603,     0.751988,     0.790572
  2446.653,     0.779408,     0.883582
  2446.703,     0.806478,     1.014114
  2446.753,     0.844464,     0.845922
  2446.803,     0.882671,     0.991231
  2446.853,     0.911770,     0.919784
  2446.903,     0.946717,     1.014332
  2446.953,     0.969995,     1.069995
  2447.003,     0.987391,     1.003590
  2447.053,     1.028734,     1.057495
  2447.103,     1.051095,     1.152225
  2447.153,     1.084765,     1.199948
  2447.203,     1.083352,     1.094815
  2447.253,     1.073778,     1.076103
  2447.303,     1.046728,     1.151826
  2447.353,     1.020639,     1.148377
  2447.403,     0.977090,     1.204281
  2447.453,     0.929913,     1.008366
  2447.503,     0.878423,     0.972555
  2447.553,     0.806701,     1.003683
  2447.603,     0.730153,     0.904825
  2447.653,     0.665414,     0.720302
  2447.703,     0.595629,     0.690460
  2447.753,     0.511065,     0.701420
  2447.803,     0.448042,     0.662878
  2447.853,     0.387091,     0.596159
  2447.903,     0.301529,     0.591606
  2447.953,     0.248585,     0.503750
  2448.003,     0.176516,     0.320515
  2448.053,     0.096239,     0.263647
  2448.103,     0.022708,     0.350959
  2448.153,    -0.048871,     0.043185
  2448.203,    -0.121298,     0.091417
  2448.253,    -0.183368,     0.046564
  2448.303,    -0.257366,    -0.080578
  2448.353,    -0.330867,    -0.228406
  2448.403,    -0.408918,    -0.196672
  2448.453,    -0.481106,    -0.297784
  2448.503,    -0.551680,    -0.450635
  2448.553,    -0.619911,    -0.628272
  2448.603,    -0.689021,    -0.487516
  2448.653,    -0.747817,    -0.604269
  2448.703,    -0.805478,    -0.661532
  2448.753,    -0.860651,    -0.589094
  2448.803,    -0.899827,    -0.657662
  2448.853,    -0.923691,    -0.770112
  2448.903,    -0.941367,    -0.849412
  2448.953,    -0.940111,    -0.813189
  2449.003,    -0.941119,    -0.778539
  2449.053,    -0.940523,    -0.782282
  2449.103,    -0.934272,    -0.823715
  2449.153,    -0.924814,    -0.677959
  2449.203,    -0.923871,    -0.712649
  2449.253,    -0.917349,    -0.697810
  2449.303,    -0.911497,    -0.792704
  2449.353,    -0.929382,    -0.816910
  2449.403,    -0.935654,    -0.829182
  2449.453,    -0.945166,    -0.784950
  2449.503,    -0.946464,    -0.898274
  2449.553,    -0.915114,    -0.848785
  2449.603,    -0.915573,    -0.921622
  2449.653,    -0.891987,    -0.764483
  2449.703,    -0.860749,    -0.649754
  2449.753,    -0.829694,    -0.637346
  2449.803,    -0.794599,    -0.579885
  2449.853,    -0.765560,    -0.575419
  2449.903,    -0.745333,    -0.597677
  2449.953,    -0.724285,    -0.551529
  2450.003,    -0.713432,    -0.519605
  2450.053,    -0.692784,    -0.537991
  2450.103,    -0.689979,    -0.353516
  2450.153,    -0.665636,    -0.490375
  2450.203,    -0.639248,    -0.374755
  2450.253,    -0.628628,    -0.357416
  2450.303,    -0.612275,    -0.513310
  2450.353,    -0.591008,    -0.448940
  2450.403,    -0.588296,    -0.375686
  2450.453,    -0.564966,    -0.460988
  2450.503,    -0.567888,    -0.454409
  2450.553,    -0.559580,    -0.323144
  2450.603,    -0.553861,    -0.346189
  2450.653,    -0.543461,    -0.325162
  2450.703,    -0.542196,    -0.340584
  2450.753,    -0.553051,    -0.350307
  2450.803,    -0.549003,    -0.425330
  2450.853,    -0.530407,    -0.402315
  2450.903,    -0.535701,    -0.422167
  2450.953,    -0.506324,    -0.343322
  2451.003,    -0.501693,    -0.407838
  2451.053,    -0.515909,    -0.381172
  2451.103,    -0.507873,    -0.279028
  2451.153,    -0.497180,    -0.299792
  2451.203,    -0.506802,    -0.282765
  2451.253,    -0.513256,    -0.432276
  2451.303,    -0.520824,    -0.465508
  2451.353,    -0.527494,    -0.413147
  2451.403,    -0.532240,    -0.390936
  2451.453,    -0.532728,    -0.552532
  2451.503,    -0.532271,    -0.535854
  2451.553,    -0.548535,    -0.477913
  2451.603,    -0.557822,    -0.440587
  2451.653,    -0.570757,    -0.374487
  2451.703,    -0.574589,    -0.321679
  2451.753,    -0.591749,    -0.420421
  2451.803,    -0.601827,    -0.482049
  2451.853,    -0.602163,    -0.474666
  2451.903,    -0.602060,    -0.632371
  2451.953,    -0.611481,    -0.672970
  2452.003,    -0.611688,    -0.599878
  2452.053,    -0.616989,    -0.505987
  2452.103,    -0.620260,    -0.571631
  2452.153,    -0.620484,    -0.494246
  2452.203,    -0.619654,    -0.402805
  2452.253,    -0.624639,    -0.292527
  2452.303,    -0.638323,    -0.359624
  2452.353,    -0.639155,    -0.524037
  2452.403,    -0.660301,    -0.483291
  2452.453,    -0.657853,    -0.514748
  2452.503,    -0.667640,    -0.621439
  2452.553,    -0.666934,    -0.521449
  2452.603,    -0.658920,    -0.443194
  2452.653,    -0.652219,    -0.437817
  2452.703,    -0.657018,    -0.410069
  2452.753,    -0.652151,    -0.517576
  2452.803,    -0.659235,    -0.395290
  2452.853,    -0.681999,    -0.517473
  2452.903,    -0.685246,    -0.420519
  2452.953,    -0.708433,    -0.455990
  2453.003,    -0.727343,    -0.530031
  2453.053,    -0.758940,    -0.669883
  2453.103,    -0.773621,    -0.712876
  2453.153,    -0.791162,    -0.662937
  2453.203,    -0.788857,    -0.632159
  2453.253,    -0.797784,    -0.617276
  2453.303,    -0.794856,    -0.598322
  2453.353,    -0.795858,    -0.692446
  2453.403,    -0.790007,    -0.614299
  2453.453,    -0.809345,    -0.653934
  2453.503,    -0.826815,    -0.873110
  2453.553,    -0.845207,    -0.741382
  2453.603,    -0.859865,    -0.749779
  2453.653,    -0.894766,    -0.803439
  2453.703,    -0.934871,    -0.696024
  2453.753,    -0.970615,    -0.865504
  2453.803,    -1.014431,    -0.811171
  2453.853,    -1.054652,    -0.749545
  2453.903,    -1.074535,    -0.847994
  2453.953,    -1.098067,    -0.949095
  2454.003,    -1.091602,    -1.024595
  2454.053,    -1.088884,    -1.050645
  2454.103,    -1.077631,    -1.002198
  2454.153,    -1.053565,    -0.964942
  2454.203,    -1.029211,    -0.825298
  2454.253,    -0.991190,    -0.828257
  2454.303,    -0.972242,    -0.815382
  2454.353,    -0.957432,    -0.762333
  2454.403,    -0.945646,    -0.814203
  2454.453,    -0.939687,    -0.781794
  2454.503,    -0.941828,    -0.861126
  2454.553,    -0.937331,    -0.883135
  2454.603,    -0.938889,    -0.943311
  2454.653,    -0.919425,    -0.952457
  2454.703,    -0.896660,    -0.867098
  2454.753,    -0.873999,    -0.887755
  2454.803,    -0.831873,    -0.688041
  2454.853,    -0.782696,    -0.720026
  2454.903,    -0.732309,    -0.742533
  2454.953,    -0.667290,    -0.664624
  2455.003,    -0.597734,    -0.544717
  2455.053,    -0.529994,    -0.345722
  2455.103,    -0.462838,    -0.371972
  2455.153,    -0.395656,    -0.292339
  2455.203,    -0.312393,    -0.183874
  2455.253,    -0.239804,    -0.090244
  2455.303,    -0.187594,    -0.045695
  2455.353,    -0.125415,     0.010452
  2455.403,    -0.081201,     0.166507
  2455.453,    -0.054679,     0.063630
  2455.503,    -0.026177,     0.061146
  2455.553,    -0.002412,     0.135546
  2455.603,    -0.015286,     0.204352
  2455.653,    -0.048834,     0.261394
  2455.703,    -0.072387,     0.034496
  2455.753,    -0.102758,     0.000719
  2455.803,    -0.154057,    -0.027977
  2455.853,    -0.213560,     0.030116
  2455.903,    -0.291349,    -0.084439
  2455.953,    -0.384637,    -0.115198
  2456.003,    -0.432467,    -0.173188
  2456.053,    -0.491635,    -0.338445
  2456.103,    -0.538351,    -0.259173
  2456.153,    -0.541694,    -0.426884
  2456.203,    -0.536438,    -0.423373
  2456.253,    -0.480285,    -0.315152
  2456.303,    -0.386749,    -0.288325
  2456.353,    -0.244514,    -0.172746
  2456.403,    -0.071844,     0.087022
  2456.453,     0.119679,     0.225226
  2456.503,     0.317714,     0.276327
  2456.553,     0.519730,     0.608517
  2456.603,     0.705895,     0.678596
  2456.653,     0.878432,     1.096675
  2456.703,     1.052970,     1.174315
  2456.753,     1.204666,     1.307796
  2456.803,     1.388332,     1.555936
  2456.853,     1.548523,     1.573263
  2456.903,     1.728903,     1.609076
  2456.953,     1.886728,     1.979243
  2457.003,     2.049729,     2.128277
  2457.053,     2.185434,     2.367348
  2457.103,     2.290878,     2.463442
  2457.153,     2.340414,     2.536006
  2457.203,     2.299952,     2.708315
  2457.253,     2.167334,     2.606458
  2457.303,     1.919018,     2.383678
  2457.354,     1.578239,     2.252449
  2457.404,     1.168308,     1.789315
  2457.454,     0.675081,     1.360142
  2457.504,     0.169209,     0.966534
  2457.554,    -0.344013,     0.457090
  2457.604,    -0.834159,    -0.161976
  2457.654,    -1.292229,    -0.608957
  2457.704,    -1.687355,    -0.973700
  2457.754,    -2.067316,    -1.543321
  2457.804,    -2.366433,    -1.853460
  2457.854,    -2.637213,    -2.174418
  2457.904,    -2.884698,    -2.434411
  2457.954,    -3.106610,    -2.656267
  2458.004,    -3.311473,    -2.980067
  2458.054,    -3.534772,    -3.135561
  2458.104,    -3.715511,    -3.295705
  2458.154,    -3.923082,    -3.498474
  2458.204,    -4.095014,    -3.577421
  2458.254,    -4.253396,    -3.919226
  2458.304,    -4.385814,    -4.062135
  2458.354,    -4.483352,    -4.028054
  2458.404,    -4.536694,    -4.094325
  2458.454,    -4.548923,    -4.293457
  2458.504,    -4.522395,    -4.294574
  2458.554,    -4.467318,    -4.156726
  2458.604,    -4.381170,    -4.214104
  2458.654,    -4.266325,    -4.243228
  2458.704,    -4.132346,    -4.020960
  2458.754,    -3.982569,    -3.770256
  2458.804,    -3.820577,    -3.668418
  2458.854,    -3.652874,    -3.634920
  2458.904,    -3.469453,    -3.509019
  2458.954,    -3.256775,    -3.209608
  2459.004,    -3.045260,    -3.044723
  2459.054,    -2.778308,    -2.763664
  2459.104,    -2.466174,    -2.467122
  2459.154,    -2.072785,    -2.277188
  2459.204,    -1.552295,    -1.876040
  2459.254,    -0.853729,    -1.501518
  2459.304,     0.101407,    -0.725674
  2459.354,     1.369859,     0.403021
  2459.404,     2.978331,     1.635138
  2459.454,     4.951233,     3.216291
  2459.504,     7.176657,     5.312466
  2459.554,     9.477238,     7.405013
  2459.604,    11.624665,     9.651714
  2459.654,    13.343587,    11.723193
  2459.704,    14.372289,    13.545526
  2459.754,    14.565463,    14.508215
  2459.804,    13.891894,    14.669345
  2459.854,    12.437022,    13.955164
  2459.904,    10.400933,    12.619439
  2459.954,     8.081566,    10.675901
  2460.004,     5.695541,     8.145283
  2460.054,     3.463695,     5.752855
  2460.104,     1.504424,     3.420008
  2460.154,    -0.120196,     1.404226
  2460.204,    -1.376246,    -0.175320
  2460.254,    -2.300636,    -1.326255
  2460.304,    -2.928729,    -2.225318
  2460.354,    -3.324138,    -2.769121
  2460.404,    -3.538824,    -3.218186
  2460.454,    -3.634316,    -3.444268
  2460.504,    -3.644796,    -3.437707
  2460.554,    -3.632299,    -3.631024
  2460.604,    -3.562104,    -3.465137
  2460.654,    -3.505196,    -3.333619
  2460.704,    -3.401464,    -3.315856
  2460.754,    -3.274206,    -3.121109
  2460.804,    -3.106702,    -3.045471
  2460.854,    -2.906407,    -2.747885
  2460.904,    -2.677280,    -2.664910
  2460.954,    -2.443784,    -2.520251
  2461.004,    -2.195113,    -2.211265
  2461.054,    -1.968750,    -1.908616
  2461.104,    -1.742797,    -1.610220
  2461.154,    -1.563875,    -1.431137
  2461.204,    -1.399281,    -1.307475
  2461.254,    -1.284561,    -1.083635
  2461.304,    -1.180507,    -0.959623
  2461.354,    -1.089036,    -1.035666
  2461.404,    -0.989970,    -0.901070
  2461.454,    -0.903701,    -0.838490
  2461.504,    -0.813655,    -0.661603
  2461.554,    -0.712903,    -0.621911
