Time_abs/ps, Signal/nA, Ref.signal/nA
  2533.558,    -0.745983,    -0.519115
  2533.608,    -0.746919,    -0.644904
  2533.658,    -0.775024,    -0.543190
  2533.708,    -0.742187,    -0.690450
  2533.758,    -0.735688,    -0.625016
  2533.808,    -0.710352,    -0.631185
  2533.858,    -0.691310,    -0.463938
  2533.908,    -0.654113,    -0.316106
  2533.958,    -0.614578,    -0.329821
  2534.008,    -0.572979,    -0.189861
  2534.058,    -0.523344,    -0.258067
  2534.108,    -0.489726,    -0.184367
  2534.158,    -0.450865,    -0.257150
  2534.208,    -0.424041,    -0.329532
  2534.258,    -0.399795,    -0.191324
  2534.308,    -0.363806,    -0.220331
  2534.358,    -0.347534,    -0.137483
  2534.408,    -0.303740,    -0.073288
  2534.458,    -0.258940,    -0.046964
  2534.508,    -0.224258,     0.011409
  2534.558,    -0.200976,     0.049311
  2534.608,    -0.152741,     0.180978
  2534.658,    -0.119569,     0.277087
  2534.708,    -0.081943,     0.148439
  2534.758,    -0.057297,     0.024778
  2534.808,    -0.002155,     0.125106
  2534.858,     0.030474,     0.195482
  2534.908,     0.080050,     0.254636
  2534.958,     0.127295,     0.339461
  2535.008,     0.160751,     0.311747
  2535.058,     0.201371,     0.280862
  2535.108,     0.243605,     0.431080
  2535.158,     0.258016,     0.342821
  2535.208,     0.288843,     0.422728
  2535.258,     0.294776,     0.532346
  2535.308,     0.308277,     0.517251
  2535.358,     0.286896,     0.553886
  2535.408,     0.269154,     0.541479
  2535.458,     0.263829,     0.534349
  2535.508,     0.250768,     0.386321
  2535.558,     0.240589,     0.497804
  2535.608,     0.237330,     0.429511
  2535.658,     0.252677,     0.310233
  2535.708,     0.273836,     0.342846
  2535.758,     0.312019,     0.298619
  2535.808,     0.330268,     0.544799
  2535.858,     0.378300,     0.595036
  2535.908,     0.398366,     0.611125
  2535.958,     0.426593,     0.640829
  2536.008,     0.419754,     0.647299
  2536.058,     0.403122,     0.665816
  2536.108,     0.385790,     0.542081
  2536.158,     0.339205,     0.651619
  2536.208,     0.295114,     0.494392
  2536.258,     0.267727,     0.478470
  2536.308,     0.236610,     0.375489
  2536.358,     0.211503,     0.469092
  2536.408,     0.199539,     0.465665
  2536.458,     0.181703,     0.370344
  2536.508,     0.183639,     0.264155
  2536.558,     0.211635,     0.319603
  2536.608,     0.229933,     0.502544
  2536.658,     0.274629,     0.459482
  2536.708,     0.331771,     0.577499
  2536.758,     0.397365,     0.472135
  2536.808,     0.448398,     0.584725
  2536.858,     0.510371,     0.674397
  2536.908,     0.560692,     0.647886
  2536.958,     0.601588,     0.684228
  2537.008,     0.656793,     0.706122
  2537.058,     0.683586,     0.740145
  2537.108,     0.732945,     0.904598
  2537.158,     0.752991,     0.834771
  2537.208,     0.758722,     0.948166
  2537.258,     0.761945,     0.994698
  2537.308,     0.753871,     1.011488
  2537.358,     0.739224,     1.061814
  2537.408,     0.707410,     0.936854
  2537.458,     0.639430,     0.840660
  2537.508,     0.544431,     0.740744
  2537.558,     0.404996,     0.655709
  2537.608,     0.225777,     0.466764
  2537.658,     0.003746,     0.336254
  2537.708,    -0.276558,     0.195150
  2537.758,    -0.562132,    -0.128824
  2537.808,    -0.843727,    -0.524426
  2537.858,    -1.086622,    -0.766937
  2537.908,    -1.280548,    -1.149323
  2537.958,    -1.386005,    -1.228888
  2538.008,    -1.399451,    -1.410392
  2538.058,    -1.358290,    -1.454174
  2538.108,    -1.241973,    -1.233986
  2538.158,    -1.059382,    -1.136133
  2538.208,    -0.877313,    -0.777199
  2538.258,    -0.691175,    -0.716255
  2538.308,    -0.528810,    -0.449259
  2538.358,    -0.409020,    -0.267450
  2538.408,    -0.300235,    -0.138561
  2538.458,    -0.241259,     0.045350
  2538.508,    -0.203832,     0.060644
  2538.558,    -0.175801,     0.083611
  2538.608,    -0.127944,     0.110700
  2538.658,    -0.080097,     0.043620
  2538.708,     0.008750,    -0.029359
  2538.758,     0.106712,     0.038938
  2538.808,     0.256611,     0.144544
  2538.858,     0.445195,     0.342874
  2538.908,     0.642098,     0.626021
  2538.958,     0.804365,     0.852583
  2539.008,     0.934386,     0.884192
  2539.058,     1.020514,     1.138393
  2539.108,     1.036324,     1.163610
  2539.158,     0.995325,     1.118829
  2539.208,     0.938752,     1.217794
  2539.258,     0.865032,     1.240360
  2539.309,     0.829320,     1.055447
  2539.359,     0.794214,     1.187951
  2539.409,     0.797174,     1.057316
  2539.459,     0.803552,     1.075790
  2539.509,     0.841902,     0.980579
  2539.559,     0.870907,     1.241441
  2539.609,     0.911169,     1.149220
  2539.659,     0.930332,     1.099940
  2539.709,     0.930992,     1.037032
  2539.759,     0.902710,     1.061820
  2539.809,     0.849055,     0.954018
  2539.859,     0.791458,     1.042619
  2539.909,     0.724105,     1.027094
  2539.959,     0.663123,     1.098945
  2540.009,     0.592996,     0.925754
  2540.059,     0.525954,     0.878784
  2540.109,     0.471935,     0.751572
  2540.159,     0.410834,     0.772870
  2540.209,     0.363646,     0.973989
  2540.259,     0.329212,     0.745487
  2540.309,     0.294670,     0.719273
  2540.359,     0.254965,     0.597272
  2540.409,     0.232565,     0.632245
  2540.459,     0.187530,     0.592339
  2540.509,     0.146164,     0.415144
  2540.559,     0.125949,     0.499765
  2540.609,     0.081926,     0.475489
  2540.659,     0.050335,     0.334615
  2540.709,     0.020003,     0.268445
  2540.759,    -0.000046,     0.166463
  2540.809,    -0.007896,     0.105384
  2540.859,    -0.022511,     0.353030
  2540.909,    -0.025736,     0.372844
  2540.959,    -0.027870,     0.195986
  2541.009,    -0.036278,     0.308997
  2541.059,    -0.037300,     0.177148
  2541.109,    -0.069305,     0.255686
  2541.159,    -0.076982,     0.287984
  2541.209,    -0.098315,     0.280886
  2541.259,    -0.115106,     0.155866
  2541.309,    -0.139589,     0.168076
  2541.359,    -0.155617,     0.209961
  2541.409,    -0.181977,     0.086203
  2541.459,    -0.196739,     0.142896
  2541.509,    -0.211185,     0.158030
  2541.559,    -0.237645,     0.068897
  2541.609,    -0.276328,    -0.012726
  2541.659,    -0.316966,    -0.072883
  2541.709,    -0.393788,    -0.017675
  2541.759,    -0.523561,    -0.146288
  2541.809,    -0.695670,    -0.240071
  2541.859,    -0.889914,    -0.512287
  2541.909,    -1.094597,    -0.568375
  2541.959,    -1.311407,    -0.862376
  2542.009,    -1.504228,    -1.122599
  2542.059,    -1.658120,    -1.206078
  2542.109,    -1.787777,    -1.521151
  2542.159,    -1.829354,    -1.616306
  2542.209,    -1.830162,    -1.565046
  2542.259,    -1.763032,    -1.633952
  2542.309,    -1.680046,    -1.510961
  2542.359,    -1.568337,    -1.338721
  2542.409,    -1.462773,    -1.425601
  2542.459,    -1.361415,    -1.216440
  2542.509,    -1.259054,    -1.117617
  2542.559,    -1.197284,    -0.944270
  2542.609,    -1.140582,    -1.001465
  2542.659,    -1.072810,    -0.865382
  2542.709,    -0.978501,    -0.748738
  2542.759,    -0.844428,    -0.622609
  2542.809,    -0.687799,    -0.763751
  2542.859,    -0.498103,    -0.588241
  2542.909,    -0.266384,    -0.406976
  2542.959,    -0.045943,    -0.248043
  2543.009,     0.155869,     0.053809
  2543.059,     0.346922,     0.263170
  2543.109,     0.504204,     0.405304
  2543.159,     0.610467,     0.689595
  2543.209,     0.691103,     0.784978
  2543.259,     0.716572,     0.748255
  2543.309,     0.743613,     0.855662
  2543.359,     0.746862,     0.939738
  2543.409,     0.734292,     0.941231
  2543.459,     0.718758,     0.934445
  2543.509,     0.704366,     0.822759
  2543.559,     0.696775,     0.869636
  2543.609,     0.715782,     0.771451
  2543.659,     0.699025,     0.885280
  2543.709,     0.716230,     0.808442
  2543.759,     0.702390,     0.881098
  2543.809,     0.686169,     0.735767
  2543.859,     0.662578,     0.777336
  2543.909,     0.624337,     0.749615
  2543.959,     0.571213,     0.880475
  2544.009,     0.544588,     0.830408
  2544.059,     0.493281,     0.799685
  2544.109,     0.469751,     0.837641
  2544.159,     0.425208,     0.645954
  2544.209,     0.403661,     0.680620
  2544.259,     0.388305,     0.679480
  2544.309,     0.375710,     0.678852
  2544.359,     0.370488,     0.575348
  2544.409,     0.370691,     0.674201
  2544.459,     0.371066,     0.664369
  2544.509,     0.404122,     0.563880
  2544.559,     0.430292,     0.717521
  2544.609,     0.446707,     0.868123
  2544.659,     0.491895,     0.677848
  2544.709,     0.521100,     0.689098
  2544.759,     0.552802,     0.732908
  2544.809,     0.586243,     0.812295
  2544.859,     0.586692,     0.863645
  2544.909,     0.583366,     0.937412
  2544.959,     0.569631,     0.957401
  2545.009,     0.529177,     0.947610
  2545.059,     0.468692,     0.891694
  2545.109,     0.420147,     0.776661
  2545.159,     0.347832,     0.667131
  2545.209,     0.272387,     0.649452
  2545.259,     0.216669,     0.626637
  2545.309,     0.146929,     0.604581
  2545.359,     0.099052,     0.516104
  2545.409,     0.040565,     0.323805
  2545.459,     0.003055,     0.359895
  2545.509,    -0.027339,     0.166638
  2545.559,    -0.041741,     0.184632
  2545.609,    -0.060288,    -0.044489
  2545.659,    -0.052308,     0.107231
  2545.709,    -0.066420,     0.088043
  2545.759,    -0.063325,     0.020992
  2545.809,    -0.072823,    -0.001289
  2545.859,    -0.074205,    -0.002841
  2545.909,    -0.080390,    -0.002816
  2545.959,    -0.098804,     0.000330
  2546.009,    -0.126667,     0.133593
  2546.059,    -0.160180,     0.143996
  2546.109,    -0.182658,     0.164840
  2546.159,    -0.219271,     0.010818
  2546.209,    -0.230129,    -0.157813
  2546.259,    -0.230823,    -0.053506
  2546.309,    -0.237823,    -0.090240
  2546.359,    -0.228033,    -0.161048
  2546.409,    -0.182609,    -0.137016
  2546.459,    -0.140763,    -0.031452
  2546.509,    -0.093321,     0.008209
  2546.559,    -0.038122,     0.089174
  2546.609,     0.012052,     0.149495
  2546.659,     0.032682,     0.190456
  2546.709,     0.062759,     0.376492
  2546.759,     0.062501,     0.312516
  2546.809,     0.041216,     0.330173
  2546.859,     0.010607,     0.346271
  2546.909,    -0.034489,     0.031975
  2546.959,    -0.067330,     0.240232
  2547.009,    -0.097292,     0.060190
  2547.059,    -0.118151,     0.114332
  2547.109,    -0.132943,    -0.010115
  2547.159,    -0.134990,     0.106070
  2547.209,    -0.136641,     0.081104
  2547.259,    -0.136677,     0.093483
  2547.309,    -0.128767,     0.207321
  2547.359,    -0.113274,     0.006694
  2547.409,    -0.109384,     0.160503
  2547.459,    -0.105064,     0.089848
  2547.509,    -0.088573,     0.160576
  2547.559,    -0.070131,     0.287637
  2547.609,    -0.049783,     0.097833
  2547.659,    -0.034304,     0.324994
  2547.709,    -0.022740,     0.340268
  2547.759,    -0.007733,     0.152511
  2547.809,     0.006311,     0.260576
  2547.859,    -0.000224,     0.309354
  2547.909,     0.015803,     0.284226
  2547.959,     0.015075,     0.259108
  2548.009,     0.023387,     0.240010
  2548.059,     0.048731,     0.206740
  2548.109,     0.067960,     0.181566
  2548.159,     0.096367,     0.255880
  2548.209,     0.139353,     0.191182
  2548.259,     0.164811,     0.489541
  2548.309,     0.182399,     0.492744
  2548.359,     0.226700,     0.542923
  2548.409,     0.269058,     0.627498
  2548.459,     0.300455,     0.568538
  2548.509,     0.330493,     0.645199
  2548.559,     0.352991,     0.556194
  2548.609,     0.378838,     0.715278
  2548.659,     0.394699,     0.701253
  2548.709,     0.393800,     0.733258
  2548.759,     0.391873,     0.890872
  2548.809,     0.394858,     0.964374
  2548.859,     0.390465,     0.900283
  2548.909,     0.391345,     0.770813
  2548.959,     0.399277,     0.760958
  2549.009,     0.406271,     0.541239
  2549.059,     0.396977,     0.540196
  2549.109,     0.386081,     0.710593
  2549.159,     0.374047,     0.541108
  2549.209,     0.357021,     0.408179
  2549.259,     0.356512,     0.423310
  2549.309,     0.353239,     0.574933
  2549.359,     0.371543,     0.525369
  2549.409,     0.346997,     0.563366
  2549.459,     0.343779,     0.514841
  2549.509,     0.343676,     0.465990
  2549.559,     0.360829,     0.526315
  2549.609,     0.362858,     0.541306
  2549.659,     0.340614,     0.521440
  2549.709,     0.345537,     0.414940
  2549.759,     0.334045,     0.466901
  2549.809,     0.350346,     0.361301
  2549.859,     0.341758,     0.411561
  2549.909,     0.349493,     0.525309
  2549.959,     0.358506,     0.340804
  2550.009,     0.370391,     0.508280
  2550.059,     0.367387,     0.405088
  2550.109,     0.388662,     0.609660
  2550.159,     0.409620,     0.670004
  2550.209,     0.424030,     0.545691
  2550.259,     0.427402,     0.659593
  2550.309,     0.459187,     0.564859
  2550.359,     0.481009,     0.524142
  2550.409,     0.492276,     0.470886
  2550.459,     0.499372,     0.648212
  2550.509,     0.515521,     0.672770
  2550.559,     0.523299,     0.692533
  2550.609,     0.547666,     0.829778
  2550.659,     0.561376,     0.734730
  2550.709,     0.599840,     0.789379
  2550.759,     0.628178,     0.837988
  2550.809,     0.664645,     0.849748
  2550.859,     0.691818,     0.842074
  2550.909,     0.708162,     0.866825
  2550.959,     0.720810,     0.972343
  2551.009,     0.731163,     0.902476
  2551.059,     0.741641,     0.965691
  2551.109,     0.741053,     1.069081
  2551.159,     0.735467,     1.114419
  2551.209,     0.745708,     1.078196
  2551.259,     0.726172,     1.031289
  2551.309,     0.739068,     0.990504
  2551.359,     0.746825,     0.981051
  2551.409,     0.753607,     0.984001
  2551.459,     0.755136,     0.976684
  2551.509,     0.769404,     0.970845
  2551.559,     0.766411,     0.927284
  2551.609,     0.758769,     0.891142
  2551.659,     0.770665,     0.960510
  2551.709,     0.750219,     0.940182
  2551.759,     0.729550,     1.051644
  2551.809,     0.719962,     0.930978
  2551.859,     0.710016,     1.035171
  2551.909,     0.690041,     0.861459
  2551.959,     0.670934,     0.914416
  2552.009,     0.648810,     0.927919
  2552.059,     0.639315,     1.096556
  2552.109,     0.594047,     0.852732
  2552.159,     0.576089,     0.798616
  2552.209,     0.503457,     0.802052
  2552.259,     0.448063,     0.726430
  2552.309,     0.389586,     0.652698
  2552.359,     0.315276,     0.640160
  2552.409,     0.226770,     0.430004
  2552.459,     0.154004,     0.518154
  2552.509,     0.072938,     0.355887
  2552.559,    -0.012294,     0.301863
  2552.609,    -0.106454,     0.258658
  2552.659,    -0.189500,     0.160232
  2552.709,    -0.252995,     0.089260
  2552.759,    -0.312722,    -0.089194
  2552.809,    -0.371379,    -0.126358
  2552.859,    -0.420973,    -0.116531
  2552.909,    -0.475509,    -0.196621
  2552.959,    -0.505959,    -0.132511
  2553.009,    -0.528025,    -0.225439
  2553.059,    -0.535990,    -0.249166
  2553.109,    -0.554982,    -0.253089
  2553.159,    -0.553025,    -0.313772
  2553.209,    -0.546052,    -0.193812
  2553.259,    -0.531814,    -0.356496
  2553.309,    -0.512706,    -0.495802
  2553.359,    -0.467246,    -0.480611
  2553.409,    -0.390778,    -0.341195
  2553.459,    -0.305700,    -0.285598
  2553.509,    -0.200555,    -0.211061
  2553.559,    -0.083876,    -0.018995
  2553.609,     0.024328,     0.202060
  2553.659,     0.135949,     0.194739
  2553.709,     0.229575,     0.309693
  2553.759,     0.321539,     0.427325
  2553.809,     0.385246,     0.725667
  2553.859,     0.442281,     0.613009
  2553.909,     0.479139,     0.589422
  2553.959,     0.517773,     0.696133
  2554.009,     0.566154,     0.738061
  2554.059,     0.592369,     0.692465
  2554.109,     0.637072,     0.710058
  2554.159,     0.681513,     0.737395
  2554.209,     0.735065,     0.980803
  2554.259,     0.783000,     0.841949
  2554.309,     0.841057,     1.009877
  2554.359,     0.902189,     1.173925
  2554.409,     0.954727,     1.102343
  2554.459,     1.007723,     1.054906
  2554.509,     1.054464,     1.162799
  2554.559,     1.115302,     1.199918
  2554.609,     1.154768,     1.341483
  2554.659,     1.206017,     1.206332
  2554.709,     1.277710,     1.324587
  2554.759,     1.339009,     1.371400
  2554.809,     1.403244,     1.388030
  2554.859,     1.488350,     1.445993
  2554.909,     1.554707,     1.624763
  2554.959,     1.622216,     1.735360
  2555.009,     1.679144,     1.890056
  2555.059,     1.697009,     1.831161
  2555.109,     1.723458,     1.911740
  2555.159,     1.705067,     1.923079
  2555.209,     1.652113,     1.992779
  2555.259,     1.574823,     1.987791
  2555.309,     1.462818,     1.795749
  2555.359,     1.332359,     1.740331
  2555.409,     1.193454,     1.539745
  2555.459,     1.070541,     1.504369
  2555.509,     0.975442,     1.248601
  2555.559,     0.947724,     1.247053
  2555.609,     1.005557,     1.167287
  2555.660,     1.112924,     1.372993
  2555.710,     1.277943,     1.453372
  2555.760,     1.483408,     1.661449
  2555.810,     1.694281,     1.776415
  2555.860,     1.876514,     2.032089
  2555.910,     2.007762,     2.088627
  2555.960,     2.082395,     2.119736
  2556.010,     2.089214,     2.143558
  2556.060,     2.049106,     2.253313
  2556.110,     1.980143,     2.261099
  2556.160,     1.866557,     2.367897
  2556.210,     1.746569,     2.091626
  2556.260,     1.620933,     2.021031
  2556.310,     1.505603,     1.817877
  2556.360,     1.430736,     1.633074
  2556.410,     1.336547,     1.597776
  2556.460,     1.272150,     1.472689
  2556.510,     1.218700,     1.498974
  2556.560,     1.182655,     1.341471
  2556.610,     1.139885,     1.520325
  2556.660,     1.071425,     1.197824
  2556.710,     1.014296,     1.077666
  2556.760,     0.941841,     1.045189
  2556.810,     0.870254,     1.145615
  2556.860,     0.804038,     0.995319
  2556.910,     0.733612,     0.860651
  2556.960,     0.667193,     0.871408
  2557.010,     0.622960,     0.875919
  2557.060,     0.586110,     0.675795
  2557.110,     0.542142,     0.753432
  2557.160,     0.508820,     0.709097
  2557.210,     0.486145,     0.723677
  2557.260,     0.462332,     0.590160
  2557.310,     0.447128,     0.756730
  2557.360,     0.418234,     0.568929
  2557.410,     0.385438,     0.506025
  2557.460,     0.368114,     0.622085
  2557.510,     0.349022,     0.614583
  2557.560,     0.330093,     0.556062
  2557.610,     0.319884,     0.466865
  2557.660,     0.317684,     0.506795
  2557.710,     0.319718,     0.540404
  2557.760,     0.334889,     0.579749
  2557.810,     0.356910,     0.689146
  2557.860,     0.358936,     0.658209
  2557.910,     0.358065,     0.692942
  2557.960,     0.382268,     0.665149
  2558.010,     0.393133,     0.707310
  2558.060,     0.405232,     0.656235
  2558.110,     0.425243,     0.781672
  2558.160,     0.438739,     0.799000
  2558.210,     0.438025,     0.833842
  2558.260,     0.441264,     0.827583
  2558.310,     0.455962,     0.839901
  2558.360,     0.483052,     0.788643
  2558.410,     0.519391,     0.880397
  2558.460,     0.576750,     0.760918
  2558.510,     0.617740,     0.722945
  2558.560,     0.663123,     0.883001
  2558.610,     0.742804,     0.858528
  2558.660,     0.783975,     0.898757
  2558.710,     0.849210,     1.099503
  2558.760,     0.884830,     1.147563
  2558.810,     0.930110,     1.130981
  2558.860,     0.945657,     1.189444
  2558.910,     0.965602,     1.276194
  2558.960,     0.973039,     1.225235
  2559.010,     0.980210,     1.223978
  2559.060,     0.984215,     1.391935
  2559.110,     0.986178,     1.173978
  2559.160,     0.988158,     1.178625
  2559.210,     1.000455,     1.171968
  2559.260,     0.998715,     1.301622
  2559.310,     0.983385,     1.269220
  2559.360,     1.016034,     1.159903
  2559.410,     1.013489,     1.170828
  2559.460,     1.009947,     1.099618
  2559.510,     1.003078,     1.223887
  2559.560,     1.000891,     1.184937
  2559.610,     0.997861,     1.209808
  2559.660,     0.992518,     1.189294
  2559.710,     0.975154,     1.217816
  2559.760,     0.973243,     1.255245
  2559.810,     0.979447,     1.336439
  2559.860,     0.975341,     1.319271
  2559.910,     0.972849,     1.194805
  2559.960,     0.982399,     1.397642
  2560.010,     0.972181,     1.202606
  2560.060,     0.984732,     1.356542
  2560.110,     0.990090,     1.160443
  2560.160,     0.975704,     1.246305
  2560.210,     0.972136,     1.381771
  2560.260,     0.968021,     1.242705
  2560.310,     0.959541,     1.141171
  2560.360,     0.964189,     1.205042
  2560.410,     0.969196,     1.135450
  2560.460,     0.945971,     1.071140
  2560.510,     0.954275,     1.169180
  2560.560,     0.947607,     1.141903
  2560.610,     0.915146,     1.119180
  2560.660,     0.904567,     1.025614
  2560.710,     0.856955,     1.220864
  2560.760,     0.840952,     1.157986
  2560.810,     0.805353,     1.056408
  2560.860,     0.759915,     0.892552
  2560.910,     0.720118,     0.866518
  2560.960,     0.668087,     0.807356
  2561.010,     0.609292,     0.901816
  2561.060,     0.559625,     0.760025
  2561.110,     0.507536,     0.724553
  2561.160,     0.461852,     0.739611
  2561.210,     0.380110,     0.603400
  2561.260,     0.293845,     0.490202
  2561.310,     0.207125,     0.513314
  2561.360,     0.118671,     0.466029
  2561.410,     0.016513,     0.428652
  2561.460,    -0.087766,     0.418224
  2561.510,    -0.193285,     0.173101
  2561.560,    -0.287592,     0.168908
  2561.610,    -0.382477,    -0.019531
  2561.660,    -0.480278,    -0.187302
  2561.710,    -0.560607,    -0.373067
  2561.760,    -0.651173,    -0.345205
  2561.810,    -0.741445,    -0.398953
  2561.860,    -0.826124,    -0.511748
  2561.910,    -0.889228,    -0.711040
  2561.960,    -0.957000,    -0.872098
  2562.010,    -1.027703,    -0.788139
  2562.060,    -1.066769,    -0.761108
  2562.110,    -1.089284,    -0.775666
  2562.160,    -1.086864,    -0.708355
  2562.210,    -1.066031,    -1.005625
  2562.260,    -1.013773,    -0.693772
  2562.310,    -0.948226,    -0.644167
  2562.360,    -0.879861,    -0.578821
  2562.410,    -0.812614,    -0.581012
  2562.460,    -0.749845,    -0.454855
  2562.510,    -0.686132,    -0.613583
  2562.560,    -0.616608,    -0.461709
  2562.610,    -0.530914,    -0.531277
  2562.660,    -0.424878,    -0.572958
  2562.710,    -0.301043,    -0.349655
  2562.760,    -0.144920,    -0.255924
  2562.810,     0.040058,     0.172647
  2562.860,     0.228876,     0.261499
  2562.910,     0.433893,     0.437637
  2562.960,     0.660382,     0.681834
  2563.010,     0.869217,     0.826856
  2563.060,     1.049791,     0.985363
  2563.110,     1.223367,     1.317423
  2563.160,     1.395066,     1.408371
  2563.210,     1.520501,     1.688200
  2563.260,     1.637580,     1.813849
  2563.310,     1.726626,     1.938664
  2563.360,     1.835536,     2.120050
  2563.410,     1.940674,     2.073127
  2563.460,     2.034216,     2.183399
  2563.510,     2.137233,     2.295191
  2563.560,     2.270366,     2.409151
  2563.610,     2.373204,     2.459159
  2563.660,     2.450500,     2.694509
  2563.710,     2.475549,     2.570917
  2563.760,     2.402922,     2.678123
  2563.810,     2.265379,     2.569616
  2563.860,     2.030015,     2.511775
  2563.910,     1.732874,     2.158570
  2563.960,     1.394681,     1.840163
  2564.010,     1.037440,     1.446195
  2564.060,     0.695667,     1.306681
  2564.110,     0.398682,     0.981817
  2564.160,     0.171164,     0.648712
  2564.210,    -0.005664,     0.288429
  2564.260,    -0.120028,     0.089931
  2564.310,    -0.195026,    -0.058360
  2564.360,    -0.224584,    -0.048467
  2564.410,    -0.248184,    -0.011499
  2564.460,    -0.263761,    -0.111497
  2564.510,    -0.270578,    -0.149892
  2564.560,    -0.278473,     0.020230
  2564.610,    -0.259597,    -0.020374
  2564.660,    -0.237353,    -0.251698
  2564.710,    -0.181696,    -0.157888
  2564.760,    -0.104874,     0.031779
  2564.810,     0.005079,    -0.091131
  2564.860,     0.113636,     0.143715
  2564.910,     0.223777,     0.194492
  2564.960,     0.364906,     0.402960
  2565.010,     0.474785,     0.648831
  2565.060,     0.569934,     0.785160
  2565.110,     0.634968,     0.838428
  2565.160,     0.653999,     0.907193
  2565.210,     0.634052,     1.013526
  2565.260,     0.583360,     0.871560
  2565.310,     0.474023,     0.795505
  2565.360,     0.360338,     0.733133
  2565.410,     0.245913,     0.456395
  2565.460,     0.155409,     0.452549
  2565.510,     0.075565,     0.326116
  2565.560,     0.035490,     0.219887
  2565.610,     0.026077,     0.221392
  2565.660,     0.053770,     0.437575
  2565.710,     0.123502,     0.251547
  2565.760,     0.208829,     0.390393
  2565.810,     0.307529,     0.390388
  2565.860,     0.395996,     0.543388
  2565.910,     0.487958,     0.644903
  2565.960,     0.559416,     0.693947
  2566.010,     0.629485,     0.809343
  2566.060,     0.679288,     0.775674
  2566.110,     0.691539,     0.811877
  2566.160,     0.718307,     0.849002
  2566.210,     0.710455,     0.825404
  2566.260,     0.691049,     0.814691
  2566.310,     0.689974,     0.862144
  2566.360,     0.657824,     0.963053
  2566.410,     0.635476,     0.755377
  2566.460,     0.602332,     0.807778
  2566.510,     0.545100,     0.739347
  2566.560,     0.493389,     0.639058
  2566.610,     0.446469,     0.608634
  2566.660,     0.392839,     0.591536
  2566.710,     0.327528,     0.492414
  2566.760,     0.279740,     0.470528
  2566.810,     0.224575,     0.529035
  2566.860,     0.190508,     0.431191
  2566.910,     0.172250,     0.409682
  2566.960,     0.146862,     0.475493
  2567.010,     0.139958,     0.481577
  2567.060,     0.136480,     0.475814
  2567.110,     0.131736,     0.401849
  2567.160,     0.118490,     0.371553
  2567.210,     0.081853,     0.352575
  2567.260,     0.054760,     0.503339
  2567.310,     0.038507,     0.420287
  2567.360,     0.004113,     0.284249
  2567.410,    -0.014094,     0.307565
  2567.460,    -0.034151,     0.220241
  2567.510,    -0.061284,     0.145664
  2567.560,    -0.045710,     0.128538
  2567.610,    -0.044100,     0.227178
  2567.660,    -0.046127,     0.243260
  2567.710,    -0.032231,     0.159043
  2567.760,    -0.018794,     0.220875
  2567.810,    -0.014744,     0.364391
  2567.860,    -0.020724,     0.287661
  2567.910,    -0.020520,     0.338869
  2567.960,    -0.024304,     0.399009
  2568.010,    -0.030347,     0.274618
  2568.060,    -0.029975,     0.147435
  2568.110,    -0.030660,     0.216046
  2568.160,    -0.037404,     0.172819
  2568.210,    -0.037612,     0.344873
  2568.260,    -0.028595,     0.258297
  2568.310,    -0.026083,     0.207135
  2568.360,    -0.025063,     0.178608
  2568.410,     0.007278,     0.244089
  2568.460,     0.005151,     0.140047
  2568.510,     0.025312,     0.219442
  2568.560,     0.025797,     0.209097
  2568.610,     0.024087,     0.342918
  2568.660,    -0.003056,     0.376209
  2568.710,    -0.027268,     0.372029
  2568.760,    -0.074125,     0.455787
  2568.810,    -0.134494,     0.278291
  2568.860,    -0.179632,     0.233472
  2568.910,    -0.224888,     0.283480
  2568.960,    -0.276823,     0.217271
  2569.010,    -0.301850,    -0.022270
  2569.060,    -0.292969,     0.043403
  2569.110,    -0.241272,    -0.056565
  2569.160,    -0.156092,     0.078393
  2569.210,    -0.080745,     0.023238
  2569.260,     0.033022,     0.233519
  2569.310,     0.150517,     0.333358
  2569.360,     0.234328,     0.405884
  2569.410,     0.294985,     0.543876
  2569.460,     0.337823,     0.610197
  2569.510,     0.346705,     0.833328
  2569.560,     0.371199,     0.623852
  2569.610,     0.386643,     0.746732
  2569.660,     0.410009,     0.760946
  2569.710,     0.446889,     0.760312
  2569.760,     0.500843,     0.889845
  2569.810,     0.578873,     0.804383
  2569.860,     0.661444,     0.880246
  2569.910,     0.753566,     0.824584
  2569.960,     0.852035,     1.013724
  2570.010,     0.964273,     1.075074
  2570.060,     1.077350,     1.285384
  2570.110,     1.186949,     1.432872
  2570.160,     1.279473,     1.492669
  2570.210,     1.377939,     1.677909
  2570.260,     1.455417,     1.779066
  2570.310,     1.500016,     1.909174
  2570.360,     1.511870,     1.854810
  2570.410,     1.499021,     1.857043
  2570.460,     1.453623,     1.851314
  2570.510,     1.397046,     1.676043
  2570.560,     1.309326,     1.785841
  2570.610,     1.208509,     1.794429
  2570.660,     1.123937,     1.542487
  2570.710,     1.045646,     1.370973
  2570.760,     0.967647,     1.407906
  2570.810,     0.922823,     1.189611
  2570.860,     0.899214,     1.225217
  2570.910,     0.882705,     1.229044
  2570.960,     0.895406,     1.080720
  2571.010,     0.896789,     1.059330
  2571.060,     0.896162,     1.215762
  2571.110,     0.880897,     1.157194
  2571.160,     0.866412,     1.135458
  2571.210,     0.829204,     1.116111
  2571.260,     0.751612,     1.080334
  2571.310,     0.637604,     1.137927
